Class,International Roughness Index,State,System,Value
Urban (miles),195-220,New Hampshire,Other principal arterials,5.4
Urban (miles),195-220,New Jersey,Other principal arterials,112.4
Urban (miles),195-220,New Mexico,Other principal arterials,38.2
Urban (miles),195-220,New York,Other principal arterials,194.3
Urban (miles),195-220,North Carolina,Other principal arterials,62.9
Urban (miles),195-220,North Dakota,Other principal arterials,9.8
Urban (miles),195-220,Ohio,Other principal arterials,131.7
Urban (miles),195-220,Oklahoma,Other principal arterials,40.1
Urban (miles),195-220,Oregon,Other principal arterials,37.0
Urban (miles),195-220,Pennsylvania,Other principal arterials,171.6
Urban (miles),195-220,Rhode Island,Other principal arterials,34.3
Urban (miles),195-220,South Carolina,Other principal arterials,31.2
Urban (miles),195-220,South Dakota,Other principal arterials,8.9
Urban (miles),195-220,Tennessee,Other principal arterials,46.3
Urban (miles),195-220,Texas,Other principal arterials,304.0
Urban (miles),195-220,Utah,Other principal arterials,16.2
Urban (miles),195-220,Vermont,Other principal arterials,4.9
Urban (miles),195-220,Virginia,Other principal arterials,78.8
Urban (miles),195-220,Washington,Other principal arterials,106.7
Urban (miles),195-220,West Virginia,Other principal arterials,11.5
Urban (miles),195-220,Wisconsin,Other principal arterials,155.3
Urban (miles),195-220,Wyoming,Other principal arterials,6.2
Urban (miles),195-220,Puerto Rico,Other principal arterials,46.4
Urban (miles),More than 220,United States,Other principal arterials,"8,440.6"
Urban (miles),More than 220,Alabama,Other principal arterials,21.5
Urban (miles),More than 220,Alaska,Other principal arterials,9.0
Urban (miles),More than 220,Arizona,Other principal arterials,55.3
Urban (miles),More than 220,Arkansas,Other principal arterials,64.4
Urban (miles),More than 220,California,Other principal arterials,"2,032.6"
Urban (miles),More than 220,Colorado,Other principal arterials,138.1
Urban (miles),More than 220,Connecticut,Other principal arterials,57.9
Urban (miles),More than 220,Delaware,Other principal arterials,10.2
Urban (miles),More than 220,District of Columbia,Other principal arterials,74.8
Urban (miles),More than 220,Florida,Other principal arterials,98.0
Urban (miles),More than 220,Georgia,Other principal arterials,41.3
Urban (miles),More than 220,Hawaii,Other principal arterials,37.2
Urban (miles),More than 220,Idaho,Other principal arterials,39.9
Urban (miles),More than 220,Illinois,Other principal arterials,330.1
Urban (miles),More than 220,Indiana,Other principal arterials,22.5
Urban (miles),More than 220,Iowa,Other principal arterials,82.5
Urban (miles),More than 220,Kansas,Other principal arterials,20.6
Urban (miles),More than 220,Kentucky,Other principal arterials,21.6
Urban (miles),More than 220,Louisiana,Other principal arterials,158.7
Urban (miles),More than 220,Maine,Other principal arterials,14.5
Urban (miles),More than 220,Maryland,Other principal arterials,175.1
Urban (miles),More than 220,Massachusetts,Other principal arterials,381.5
Urban (miles),More than 220,Michigan,Other principal arterials,220.0
Urban (miles),More than 220,Minnesota,Other principal arterials,12.0
Urban (miles),More than 220,Mississippi,Other principal arterials,101.3
Urban (miles),More than 220,Missouri,Other principal arterials,74.4
Urban (miles),More than 220,Montana,Other principal arterials,23.5
Urban (miles),More than 220,Nebraska,Other principal arterials,88.9
Urban (miles),More than 220,Nevada,Other principal arterials,18.0
Urban (miles),More than 220,New Hampshire,Other principal arterials,8.3
Urban (miles),More than 220,New Jersey,Other principal arterials,277.7
Urban (miles),More than 220,New Mexico,Other principal arterials,92.9
Urban (miles),More than 220,New York,Other principal arterials,755.1
Urban (miles),More than 220,North Carolina,Other principal arterials,91.5
Urban (miles),More than 220,North Dakota,Other principal arterials,17.9
Urban (miles),More than 220,Ohio,Other principal arterials,308.0
Urban (miles),More than 220,Oklahoma,Other principal arterials,85.1
Urban (miles),More than 220,Oregon,Other principal arterials,72.9
Urban (miles),More than 220,Pennsylvania,Other principal arterials,389.3
Urban (miles),More than 220,Rhode Island,Other principal arterials,91.2
Urban (miles),More than 220,South Carolina,Other principal arterials,32.9
Urban (miles),More than 220,South Dakota,Other principal arterials,9.9
Urban (miles),More than 220,Tennessee,Other principal arterials,89.2
Urban (miles),More than 220,Texas,Other principal arterials,765.6
Urban (miles),More than 220,Utah,Other principal arterials,23.5
Urban (miles),More than 220,Vermont,Other principal arterials,11.0
Urban (miles),More than 220,Virginia,Other principal arterials,84.2
Urban (miles),More than 220,Washington,Other principal arterials,270.8
Urban (miles),More than 220,West Virginia,Other principal arterials,13.3
Urban (miles),More than 220,Wisconsin,Other principal arterials,370.1
Urban (miles),More than 220,Wyoming,Other principal arterials,13.3
Urban (miles),More than 220,Puerto Rico,Other principal arterials,141.4
Urban (miles),Less than 60,United States,Other freeways and expressways,"3,425.0"
Urban (miles),Less than 60,Alabama,Other freeways and expressways,13.3
Urban (miles),Less than 60,Alaska,Other freeways and expressways,0.0
Urban (miles),Less than 60,Arizona,Other freeways and expressways,114.2
Urban (miles),Less than 60,Arkansas,Other freeways and expressways,19.1
Urban (miles),Less than 60,California,Other freeways and expressways,253.4
Urban (miles),Less than 60,Colorado,Other freeways and expressways,54.3
Urban (miles),Less than 60,Connecticut,Other freeways and expressways,85.3
Urban (miles),Less than 60,Delaware,Other freeways and expressways,5.9
Urban (miles),Less than 60,District of Columbia,Other freeways and expressways,0.5
Urban (miles),Less than 60,Florida,Other freeways and expressways,311.3
Urban (miles),Less than 60,Georgia,Other freeways and expressways,84.6
Urban (miles),Less than 60,Hawaii,Other freeways and expressways,1.7
Urban (miles),Less than 60,Idaho,Other freeways and expressways,11.7
Urban (miles),Less than 60,Illinois,Other freeways and expressways,36.4
Urban (miles),Less than 60,Indiana,Other freeways and expressways,48.8
Urban (miles),Less than 60,Iowa,Other freeways and expressways,0.0
Urban (miles),Less than 60,Kansas,Other freeways and expressways,74.5
Urban (miles),Less than 60,Kentucky,Other freeways and expressways,26.4
Urban (miles),Less than 60,Louisiana,Other freeways and expressways,6.0
Urban (miles),Less than 60,Maine,Other freeways and expressways,7.4
Urban (miles),Less than 60,Maryland,Other freeways and expressways,103.4
Urban (miles),Less than 60,Massachusetts,Other freeways and expressways,204.4
Urban (miles),Less than 60,Michigan,Other freeways and expressways,112.6
Urban (miles),Less than 60,Minnesota,Other freeways and expressways,57.2
Urban (miles),Less than 60,Mississippi,Other freeways and expressways,18.8
Urban (miles),Less than 60,Missouri,Other freeways and expressways,196.5
Urban (miles),Less than 60,Montana,Other freeways and expressways,0.0
Urban (miles),Less than 60,Nebraska,Other freeways and expressways,12.2
Urban (miles),Less than 60,Nevada,Other freeways and expressways,27.9
Urban (miles),Less than 60,New Hampshire,Other freeways and expressways,47.8
Urban (miles),Less than 60,New Jersey,Other freeways and expressways,226.8
Urban (miles),Less than 60,New Mexico,Other freeways and expressways,0.6
Urban (miles),Less than 60,New York,Other freeways and expressways,64.0
Urban (miles),Less than 60,North Carolina,Other freeways and expressways,99.1
Urban (miles),Less than 60,North Dakota,Other freeways and expressways,0.0
Urban (miles),Less than 60,Ohio,Other freeways and expressways,191.8
Urban (miles),Less than 60,Oklahoma,Other freeways and expressways,38.5
Urban (miles),Less than 60,Oregon,Other freeways and expressways,28.4
Urban (miles),Less than 60,Pennsylvania,Other freeways and expressways,125.1
Urban (miles),Less than 60,Rhode Island,Other freeways and expressways,30.5
Urban (miles),Less than 60,South Carolina,Other freeways and expressways,43.7
Urban (miles),Less than 60,South Dakota,Other freeways and expressways,1.4
Urban (miles),Less than 60,Tennessee,Other freeways and expressways,86.0
Urban (miles),Less than 60,Texas,Other freeways and expressways,246.8
Urban (miles),Less than 60,Utah,Other freeways and expressways,22.5
Urban (miles),Less than 60,Vermont,Other freeways and expressways,4.3
Urban (miles),Less than 60,Virginia,Other freeways and expressways,75.7
Urban (miles),Less than 60,Washington,Other freeways and expressways,127.2
Urban (miles),Less than 60,West Virginia,Other freeways and expressways,0.6
Urban (miles),Less than 60,Wisconsin,Other freeways and expressways,72.9
Urban (miles),Less than 60,Wyoming,Other freeways and expressways,2.1
Urban (miles),Less than 60,Puerto Rico,Other freeways and expressways,1.3
Urban (miles),60-94,United States,Other freeways and expressways,"4,206.4"
Urban (miles),60-94,Alabama,Other freeways and expressways,15.8
Urban (miles),60-94,Alaska,Other freeways and expressways,0.0
Urban (miles),60-94,Arizona,Other freeways and expressways,79.1
Urban (miles),60-94,Arkansas,Other freeways and expressways,43.2
Urban (miles),60-94,California,Other freeways and expressways,482.1
Urban (miles),60-94,Colorado,Other freeways and expressways,126.6
Urban (miles),60-94,Connecticut,Other freeways and expressways,105.8
Urban (miles),60-94,Delaware,Other freeways and expressways,21.3
Urban (miles),60-94,District of Columbia,Other freeways and expressways,1.2
Urban (miles),60-94,Florida,Other freeways and expressways,197.2
Urban (miles),60-94,Georgia,Other freeways and expressways,44.3
Urban (miles),60-94,Hawaii,Other freeways and expressways,9.1
Urban (miles),60-94,Idaho,Other freeways and expressways,9.1
Urban (miles),60-94,Illinois,Other freeways and expressways,26.8
Urban (miles),60-94,Indiana,Other freeways and expressways,41.5
Urban (miles),60-94,Iowa,Other freeways and expressways,0.0
Urban (miles),60-94,Kansas,Other freeways and expressways,67.3
Urban (miles),60-94,Kentucky,Other freeways and expressways,12.4
Urban (miles),60-94,Louisiana,Other freeways and expressways,12.0
Urban (miles),60-94,Maine,Other freeways and expressways,5.9
Urban (miles),60-94,Maryland,Other freeways and expressways,132.2
Urban (miles),60-94,Massachusetts,Other freeways and expressways,70.7
Urban (miles),60-94,Michigan,Other freeways and expressways,132.8
Urban (miles),60-94,Minnesota,Other freeways and expressways,89.3
Urban (miles),60-94,Mississippi,Other freeways and expressways,21.4
Urban (miles),60-94,Missouri,Other freeways and expressways,177.8
Urban (miles),60-94,Montana,Other freeways and expressways,0.0
Urban (miles),60-94,Nebraska,Other freeways and expressways,49.0
Urban (miles),60-94,Nevada,Other freeways and expressways,11.6
Urban (miles),60-94,New Hampshire,Other freeways and expressways,10.8
Urban (miles),60-94,New Jersey,Other freeways and expressways,127.1
Urban (miles),60-94,New Mexico,Other freeways and expressways,0.9
Urban (miles),60-94,New York,Other freeways and expressways,233.7
Urban (miles),60-94,North Carolina,Other freeways and expressways,115.8
Urban (miles),60-94,North Dakota,Other freeways and expressways,0.0
Urban (miles),60-94,Ohio,Other freeways and expressways,230.4
Urban (miles),60-94,Oklahoma,Other freeways and expressways,89.6
Urban (miles),60-94,Oregon,Other freeways and expressways,23.8
Urban (miles),60-94,Pennsylvania,Other freeways and expressways,196.1
Urban (miles),60-94,Rhode Island,Other freeways and expressways,25.7
Urban (miles),60-94,South Carolina,Other freeways and expressways,31.9
Urban (miles),60-94,South Dakota,Other freeways and expressways,8.7
Urban (miles),60-94,Tennessee,Other freeways and expressways,45.4
Urban (miles),60-94,Texas,Other freeways and expressways,545.3
Urban (miles),60-94,Utah,Other freeways and expressways,18.9
Urban (miles),60-94,Vermont,Other freeways and expressways,5.9
Urban (miles),60-94,Virginia,Other freeways and expressways,208.8
Urban (miles),60-94,Washington,Other freeways and expressways,188.0
Urban (miles),60-94,West Virginia,Other freeways and expressways,4.8
Urban (miles),60-94,Wisconsin,Other freeways and expressways,97.4
Urban (miles),60-94,Wyoming,Other freeways and expressways,0.2
Urban (miles),60-94,Puerto Rico,Other freeways and expressways,12.0
Urban (miles),95-119,United States,Other freeways and expressways,"1,761.4"
Urban (miles),95-119,Alabama,Other freeways and expressways,5.0
Urban (miles),95-119,Alaska,Other freeways and expressways,0.0
Urban (miles),95-119,Arizona,Other freeways and expressways,27.4
Urban (miles),95-119,Arkansas,Other freeways and expressways,16.9
Urban (miles),95-119,California,Other freeways and expressways,269.4
Urban (miles),95-119,Colorado,Other freeways and expressways,58.7
Urban (miles),95-119,Connecticut,Other freeways and expressways,28.6
Urban (miles),95-119,Delaware,Other freeways and expressways,6.3
Urban (miles),95-119,District of Columbia,Other freeways and expressways,1.2
Urban (miles),95-119,Florida,Other freeways and expressways,50.4
Urban (miles),95-119,Georgia,Other freeways and expressways,20.4
Urban (miles),95-119,Hawaii,Other freeways and expressways,5.4
Urban (miles),95-119,Idaho,Other freeways and expressways,2.4
Urban (miles),95-119,Illinois,Other freeways and expressways,15.5
Urban (miles),95-119,Indiana,Other freeways and expressways,18.7
Urban (miles),95-119,Iowa,Other freeways and expressways,0.0
Urban (miles),95-119,Kansas,Other freeways and expressways,22.9
Urban (miles),95-119,Kentucky,Other freeways and expressways,11.2
Urban (miles),95-119,Louisiana,Other freeways and expressways,9.2
Urban (miles),95-119,Maine,Other freeways and expressways,1.2
Urban (miles),95-119,Maryland,Other freeways and expressways,30.9
Urban (miles),95-119,Massachusetts,Other freeways and expressways,16.7
Urban (miles),95-119,Michigan,Other freeways and expressways,43.3
Urban (miles),95-119,Minnesota,Other freeways and expressways,44.6
Urban (miles),95-119,Mississippi,Other freeways and expressways,8.5
Urban (miles),95-119,Missouri,Other freeways and expressways,60.8
Urban (miles),95-119,Montana,Other freeways and expressways,0.0
Urban (miles),95-119,Nebraska,Other freeways and expressways,24.1
Urban (miles),95-119,Nevada,Other freeways and expressways,5.8
Urban (miles),95-119,New Hampshire,Other freeways and expressways,1.8
Urban (miles),95-119,New Jersey,Other freeways and expressways,35.1
Urban (miles),95-119,New Mexico,Other freeways and expressways,3.3
Urban (miles),95-119,New York,Other freeways and expressways,131.1
Urban (miles),95-119,North Carolina,Other freeways and expressways,35.5
Urban (miles),95-119,North Dakota,Other freeways and expressways,0.0
Urban (miles),95-119,Ohio,Other freeways and expressways,70.6
Urban (miles),95-119,Oklahoma,Other freeways and expressways,29.4
